,DISTRICT,UPAZILA,STATION_ID,STATION_NAME,DATE,RAIN_FALL(mm),LATITUDE,LONGITUDE,WATER_LEVEL(m)
1172,Bandarban,Lama,CL317,Lama,18-mar-2020,0.0,21.81,92.19,6.01
1173,Bandarban,Lama,CL317,Lama,19-mar-2020,0.0,21.81,92.19,6.01
1174,Bandarban,Lama,CL317,Lama,20-mar-2020,0.0,21.81,92.19,6.01
1175,Bandarban,Lama,CL317,Lama,21-mar-2020,0.0,21.81,92.19,6.0
1176,Bandarban,Lama,CL317,Lama,22-mar-2020,0.0,21.81,92.19,6.0
1177,Bandarban,Lama,CL317,Lama,23-mar-2020,0.0,21.81,92.19,6.0
1178,Bandarban,Lama,CL317,Lama,24-mar-2020,0.0,21.81,92.19,6.0
1179,Bandarban,Lama,CL317,Lama,25-mar-2020,0.0,21.81,92.19,5.99
1180,Bandarban,Lama,CL317,Lama,26-mar-2020,0.0,21.81,92.19,5.99
1181,Bandarban,Lama,CL317,Lama,27-mar-2020,0.0,21.81,92.19,5.99
1182,Bandarban,Lama,CL317,Lama,28-mar-2020,0.0,21.81,92.19,5.99
1183,Bandarban,Lama,CL317,Lama,29-mar-2020,0.0,21.81,92.19,5.99
1184,Bandarban,Lama,CL317,Lama,30-mar-2020,0.0,21.81,92.19,5.98
1185,Bandarban,Lama,CL317,Lama,31-mar-2020,0.0,21.81,92.19,5.98
1186,Bandarban,Lama,CL317,Lama,01-apr-2020,0.0,21.81,92.19,5.98
1187,Bandarban,Lama,CL317,Lama,02-apr-2020,0.0,21.81,92.19,5.98
1188,Bandarban,Lama,CL317,Lama,03-apr-2020,0.0,21.81,92.19,5.97
1189,Bandarban,Lama,CL317,Lama,04-apr-2020,0.0,21.81,92.19,5.97
1190,Bandarban,Lama,CL317,Lama,05-apr-2020,0.0,21.81,92.19,5.97
1191,Bandarban,Lama,CL317,Lama,06-apr-2020,0.0,21.81,92.19,5.97
1192,Bandarban,Lama,CL317,Lama,07-apr-2020,0.0,21.81,92.19,5.97
1193,Bandarban,Lama,CL317,Lama,08-apr-2020,0.0,21.81,92.19,5.97
1194,Bandarban,Lama,CL317,Lama,09-apr-2020,0.0,21.81,92.19,5.96
1195,Bandarban,Lama,CL317,Lama,10-apr-2020,0.0,21.81,92.19,5.96
1196,Bandarban,Lama,CL317,Lama,11-apr-2020,0.0,21.81,92.19,5.96
1197,Bandarban,Lama,CL317,Lama,12-apr-2020,0.0,21.81,92.19,5.96
1198,Bandarban,Lama,CL317,Lama,13-apr-2020,0.0,21.81,92.19,5.954
1199,Bandarban,Lama,CL317,Lama,14-apr-2020,0.0,21.81,92.19,5.95
1200,Bandarban,Lama,CL317,Lama,15-apr-2020,0.0,21.81,92.19,5.95
1201,Bandarban,Lama,CL317,Lama,16-apr-2020,0.0,21.81,92.19,6.0
1202,Bandarban,Lama,CL317,Lama,17-apr-2020,0.0,21.81,92.19,6.0
1203,Bandarban,Lama,CL317,Lama,18-apr-2020,0.0,21.81,92.19,5.99
1204,Bandarban,Lama,CL317,Lama,19-apr-2020,6.5,21.81,92.19,6.02
1205,Bandarban,Lama,CL317,Lama,20-apr-2020,0.0,21.81,92.19,6.01
1206,Bandarban,Lama,CL317,Lama,21-apr-2020,0.0,21.81,92.19,6.01
1207,Bandarban,Lama,CL317,Lama,22-apr-2020,0.0,21.81,92.19,6.0
1208,Bandarban,Lama,CL317,Lama,23-apr-2020,0.0,21.81,92.19,5.99
1209,Bandarban,Lama,CL317,Lama,24-apr-2020,4.0,21.81,92.19,5.98
1210,Bandarban,Lama,CL317,Lama,25-apr-2020,31.0,21.81,92.19,6.3759999999999994
1211,Bandarban,Lama,CL317,Lama,26-apr-2020,15.5,21.81,92.19,6.378
1212,Bandarban,Lama,CL317,Lama,27-apr-2020,6.2,21.81,92.19,6.276
1213,Bandarban,Lama,CL317,Lama,28-apr-2020,0.0,21.81,92.19,6.218
1214,Bandarban,Lama,CL317,Lama,29-apr-2020,6.0,21.81,92.19,6.465999999999999
1215,Bandarban,Lama,CL317,Lama,30-apr-2020,5.6,21.81,92.19,6.496
1216,Bandarban,Lama,CL317,Lama,01-may-2020,2.7,21.81,92.19,6.101999999999999
1217,Bandarban,Lama,CL317,Lama,02-may-2020,0.0,21.81,92.19,6.07
1218,Bandarban,Lama,CL317,Lama,03-may-2020,51.0,21.81,92.19,6.306
1219,Bandarban,Lama,CL317,Lama,04-may-2020,33.0,21.81,92.19,6.562
1220,Bandarban,Lama,CL317,Lama,05-may-2020,10.0,21.81,92.19,6.202
1221,Bandarban,Lama,CL317,Lama,06-may-2020,0.0,21.81,92.19,6.093999999999999
1222,Bandarban,Lama,CL317,Lama,07-may-2020,12.0,21.81,92.19,6.273999999999999
1223,Bandarban,Lama,CL317,Lama,08-may-2020,0.0,21.81,92.19,6.05
1224,Bandarban,Lama,CL317,Lama,09-may-2020,0.0,21.81,92.19,5.998
1225,Bandarban,Lama,CL317,Lama,10-may-2020,0.0,21.81,92.19,5.97
1226,Bandarban,Lama,CL317,Lama,11-may-2020,0.0,21.81,92.19,5.97
1227,Bandarban,Lama,CL317,Lama,12-may-2020,0.0,21.81,92.19,5.96
1228,Bandarban,Lama,CL317,Lama,13-may-2020,0.0,21.81,92.19,5.96
1229,Bandarban,Lama,CL317,Lama,14-may-2020,0.0,21.81,92.19,5.96
1230,Bandarban,Lama,CL317,Lama,15-may-2020,0.0,21.81,92.19,5.95
1231,Bandarban,Lama,CL317,Lama,16-may-2020,0.0,21.81,92.19,5.95
1232,Bandarban,Lama,CL317,Lama,17-may-2020,0.0,21.81,92.19,5.95
1233,Bandarban,Lama,CL317,Lama,18-may-2020,0.0,21.81,92.19,5.95
1234,Bandarban,Lama,CL317,Lama,19-may-2020,8.4,21.81,92.19,5.984
1235,Bandarban,Lama,CL317,Lama,20-may-2020,22.0,21.81,92.19,6.343999999999999
1236,Bandarban,Lama,CL317,Lama,21-may-2020,40.5,21.81,92.19,6.332
1237,Bandarban,Lama,CL317,Lama,22-may-2020,19.0,21.81,92.19,6.792
1238,Bandarban,Lama,CL317,Lama,23-may-2020,0.0,21.81,92.19,6.928
1239,Bandarban,Lama,CL317,Lama,24-may-2020,2.6,21.81,92.19,6.787999999999999
1240,Bandarban,Lama,CL317,Lama,25-may-2020,0.0,21.81,92.19,6.234
1241,Bandarban,Lama,CL317,Lama,26-may-2020,0.0,21.81,92.19,6.12
1242,Bandarban,Lama,CL317,Lama,27-may-2020,1.4,21.81,92.19,6.078
1243,Bandarban,Lama,CL317,Lama,28-may-2020,117.0,21.81,92.19,8.05
1244,Bandarban,Lama,CL317,Lama,29-may-2020,0.0,21.81,92.19,6.694
1245,Bandarban,Lama,CL317,Lama,30-may-2020,6.0,21.81,92.19,6.384
1246,Bandarban,Lama,CL317,Lama,31-may-2020,7.5,21.81,92.19,6.4799999999999995
1247,Bandarban,Lama,CL317,Lama,01-jun-2020,6.5,21.81,92.19,7.168000000000001
1248,Bandarban,Lama,CL317,Lama,02-jun-2020,0.0,21.81,92.19,6.575999999999999
1249,Bandarban,Lama,CL317,Lama,03-jun-2020,8.0,21.81,92.19,6.448
1250,Bandarban,Lama,CL317,Lama,04-jun-2020,9.0,21.81,92.19,6.418000000000001
1251,Bandarban,Lama,CL317,Lama,05-jun-2020,23.0,21.81,92.19,6.659999999999999
1252,Bandarban,Lama,CL317,Lama,06-jun-2020,0.0,21.81,92.19,6.534000000000001
1253,Bandarban,Lama,CL317,Lama,07-jun-2020,5.0,21.81,92.19,6.475999999999999
1254,Bandarban,Lama,CL317,Lama,08-jun-2020,0.0,21.81,92.19,6.4079999999999995
1255,Bandarban,Lama,CL317,Lama,09-jun-2020,10.2,21.81,92.19,6.56
1256,Bandarban,Lama,CL317,Lama,10-jun-2020,29.0,21.81,92.19,6.837999999999999
1257,Bandarban,Lama,CL317,Lama,11-jun-2020,12.0,21.81,92.19,6.892
1258,Bandarban,Lama,CL317,Lama,12-jun-2020,10.5,21.81,92.19,6.572
1259,Bandarban,Lama,CL317,Lama,13-jun-2020,11.0,21.81,92.19,6.456
1260,Bandarban,Lama,CL317,Lama,14-jun-2020,0.0,21.81,92.19,6.264
1261,Bandarban,Lama,CL317,Lama,15-jun-2020,0.0,21.81,92.19,6.38
1262,Bandarban,Lama,CL317,Lama,16-jun-2020,10.0,21.81,92.19,6.4959999999999996
1263,Bandarban,Lama,CL317,Lama,17-jun-2020,177.0,21.81,92.19,10.73
1264,Bandarban,Lama,CL317,Lama,18-jun-2020,227.0,21.81,92.19,10.164
1265,Bandarban,Lama,CL317,Lama,19-jun-2020,91.0,21.81,92.19,8.86
1266,Bandarban,Lama,CL317,Lama,20-jun-2020,4.7,21.81,92.19,7.882
1267,Bandarban,Lama,CL317,Lama,21-jun-2020,0.0,21.81,92.19,7.428
1268,Bandarban,Lama,CL317,Lama,22-jun-2020,6.0,21.81,92.19,7.223999999999999
1269,Bandarban,Lama,CL317,Lama,23-jun-2020,3.0,21.81,92.19,7.0
1270,Bandarban,Lama,CL317,Lama,24-jun-2020,5.0,21.81,92.19,6.952
1271,Bandarban,Lama,CL317,Lama,25-jun-2020,12.5,21.81,92.19,6.986
1272,Bandarban,Lama,CL317,Lama,26-jun-2020,45.0,21.81,92.19,7.044
1273,Bandarban,Lama,CL317,Lama,27-jun-2020,1.0,21.81,92.19,7.036
1274,Bandarban,Lama,CL317,Lama,28-jun-2020,32.0,21.81,92.19,7.414
1275,Bandarban,Lama,CL317,Lama,29-jun-2020,12.0,21.81,92.19,7.044
1276,Bandarban,Lama,CL317,Lama,30-jun-2020,36.5,21.81,92.19,7.284000000000001
1277,Bandarban,Lama,CL317,Lama,01-jul-2020,44.0,21.81,92.19,7.106
1278,Bandarban,Lama,CL317,Lama,02-jul-2020,2.0,21.81,92.19,7.144
1279,Bandarban,Lama,CL317,Lama,03-jul-2020,10.5,21.81,92.19,7.109999999999999
1280,Bandarban,Lama,CL317,Lama,04-jul-2020,29.0,21.81,92.19,7.231999999999999
1281,Bandarban,Lama,CL317,Lama,05-jul-2020,38.0,21.81,92.19,7.172
1282,Bandarban,Lama,CL317,Lama,06-jul-2020,59.0,21.81,92.19,8.26
1283,Bandarban,Lama,CL317,Lama,07-jul-2020,10.0,21.81,92.19,7.816
1284,Bandarban,Lama,CL317,Lama,08-jul-2020,16.0,21.81,92.19,7.492
1285,Bandarban,Lama,CL317,Lama,09-jul-2020,38.0,21.81,92.19,8.376
1286,Bandarban,Lama,CL317,Lama,10-jul-2020,78.0,21.81,92.19,9.144
1287,Bandarban,Lama,CL317,Lama,11-jul-2020,40.5,21.81,92.19,8.474
1288,Bandarban,Lama,CL317,Lama,12-jul-2020,38.5,21.81,92.19,8.468
1289,Bandarban,Lama,CL317,Lama,13-jul-2020,49.0,21.81,92.19,8.39
1290,Bandarban,Lama,CL317,Lama,14-jul-2020,31.0,21.81,92.19,7.6579999999999995
1291,Bandarban,Lama,CL317,Lama,15-jul-2020,30.0,21.81,92.19,7.3740000000000006
1292,Bandarban,Lama,CL317,Lama,16-jul-2020,0.0,21.81,92.19,7.168000000000001
1293,Bandarban,Lama,CL317,Lama,17-jul-2020,4.0,21.81,92.19,7.1739999999999995
1294,Bandarban,Lama,CL317,Lama,18-jul-2020,1.2,21.81,92.19,6.968000000000001
1295,Bandarban,Lama,CL317,Lama,19-jul-2020,38.0,21.81,92.19,7.366
1296,Bandarban,Lama,CL317,Lama,20-jul-2020,4.0,21.81,92.19,7.3260000000000005
1297,Bandarban,Lama,CL317,Lama,21-jul-2020,41.0,21.81,92.19,7.601999999999999
1298,Bandarban,Lama,CL317,Lama,22-jul-2020,91.0,21.81,92.19,8.598
1299,Bandarban,Lama,CL317,Lama,23-jul-2020,43.0,21.81,92.19,9.338
1300,Bandarban,Lama,CL317,Lama,24-jul-2020,32.0,21.81,92.19,8.458
1301,Bandarban,Lama,CL317,Lama,25-jul-2020,6.0,21.81,92.19,7.634
1302,Bandarban,Lama,CL317,Lama,26-jul-2020,0.0,21.81,92.19,7.208
1303,Bandarban,Lama,CL317,Lama,27-jul-2020,0.0,21.81,92.19,7.0840000000000005
1304,Bandarban,Lama,CL317,Lama,28-jul-2020,0.0,21.81,92.19,6.926
1305,Bandarban,Lama,CL317,Lama,29-jul-2020,20.0,21.81,92.19,6.906000000000001
1306,Bandarban,Lama,CL317,Lama,30-jul-2020,6.0,21.81,92.19,6.901999999999999
1307,Bandarban,Lama,CL317,Lama,31-jul-2020,0.0,21.81,92.19,6.692
1308,Bandarban,Lama,CL317,Lama,01-aug-2020,6.0,21.81,92.19,6.894
1309,Bandarban,Lama,CL317,Lama,02-aug-2020,2.7,21.81,92.19,6.684
1310,Bandarban,Lama,CL317,Lama,03-aug-2020,3.0,21.81,92.19,6.888
1311,Bandarban,Lama,CL317,Lama,04-aug-2020,53.0,21.81,92.19,8.488
1312,Bandarban,Lama,CL317,Lama,05-aug-2020,0.0,21.81,92.19,7.316
1313,Bandarban,Lama,CL317,Lama,06-aug-2020,0.0,21.81,92.19,6.868
1314,Bandarban,Lama,CL317,Lama,07-aug-2020,8.4,21.81,92.19,6.81
1315,Bandarban,Lama,CL317,Lama,08-aug-2020,0.0,21.81,92.19,6.958
1316,Bandarban,Lama,CL317,Lama,09-aug-2020,0.0,21.81,92.19,6.76
1317,Bandarban,Lama,CL317,Lama,10-aug-2020,0.0,21.81,92.19,6.7
1318,Bandarban,Lama,CL317,Lama,11-aug-2020,35.0,21.81,92.19,6.962000000000001
1319,Bandarban,Lama,CL317,Lama,12-aug-2020,17.0,21.81,92.19,7.578
1320,Bandarban,Lama,CL317,Lama,13-aug-2020,12.0,21.81,92.19,7.093999999999999
1321,Bandarban,Lama,CL317,Lama,14-aug-2020,0.0,21.81,92.19,6.872
1322,Bandarban,Lama,CL317,Lama,15-aug-2020,6.3,21.81,92.19,6.784000000000001
1323,Bandarban,Lama,CL317,Lama,16-aug-2020,37.0,21.81,92.19,7.108
1324,Bandarban,Lama,CL317,Lama,17-aug-2020,13.0,21.81,92.19,7.002
1325,Bandarban,Lama,CL317,Lama,18-aug-2020,54.0,21.81,92.19,8.134
1326,Bandarban,Lama,CL317,Lama,19-aug-2020,32.0,21.81,92.19,7.9
1327,Bandarban,Lama,CL317,Lama,20-aug-2020,57.0,21.81,92.19,7.8340000000000005
1328,Bandarban,Lama,CL317,Lama,21-aug-2020,4.0,21.81,92.19,7.459999999999999
1329,Bandarban,Lama,CL317,Lama,22-aug-2020,14.0,21.81,92.19,7.444
1330,Bandarban,Lama,CL317,Lama,23-aug-2020,46.0,21.81,92.19,7.608
1331,Bandarban,Lama,CL317,Lama,24-aug-2020,2.4,21.81,92.19,7.236
1332,Bandarban,Lama,CL317,Lama,25-aug-2020,13.0,21.81,92.19,7.3740000000000006
1333,Bandarban,Lama,CL317,Lama,26-aug-2020,27.0,21.81,92.19,7.492
1334,Bandarban,Lama,CL317,Lama,27-aug-2020,1.7,21.81,92.19,7.136
1335,Bandarban,Lama,CL317,Lama,28-aug-2020,12.0,21.81,92.19,7.106
1336,Bandarban,Lama,CL317,Lama,29-aug-2020,3.6,21.81,92.19,7.151999999999999
1337,Bandarban,Lama,CL317,Lama,30-aug-2020,2.7,21.81,92.19,7.134
1338,Bandarban,Lama,CL317,Lama,31-aug-2020,82.0,21.81,92.19,7.056
1339,Bandarban,Lama,CL317,Lama,01-sep-2020,39.0,21.81,92.19,7.087999999999999
1340,Bandarban,Lama,CL317,Lama,02-sep-2020,27.0,21.81,92.19,7.074
1341,Bandarban,Lama,CL317,Lama,03-sep-2020,18.0,21.81,92.19,7.328
1342,Bandarban,Lama,CL317,Lama,04-sep-2020,0.0,21.81,92.19,6.858
1343,Bandarban,Lama,CL317,Lama,05-sep-2020,0.0,21.81,92.19,6.794
1344,Bandarban,Lama,CL317,Lama,06-sep-2020,0.0,21.81,92.19,6.948
1345,Bandarban,Lama,CL317,Lama,07-sep-2020,4.0,21.81,92.19,6.692
1346,Bandarban,Lama,CL317,Lama,08-sep-2020,0.0,21.81,92.19,6.601999999999999
1347,Bandarban,Lama,CL317,Lama,09-sep-2020,3.0,21.81,92.19,6.804
1348,Bandarban,Lama,CL317,Lama,10-sep-2020,41.0,21.81,92.19,7.17
1349,Bandarban,Lama,CL317,Lama,11-sep-2020,6.0,21.81,92.19,7.116
1350,Bandarban,Lama,CL317,Lama,12-sep-2020,0.0,21.81,92.19,6.684
1351,Bandarban,Lama,CL317,Lama,13-sep-2020,12.0,21.81,92.19,6.814
1352,Bandarban,Lama,CL317,Lama,14-sep-2020,9.0,21.81,92.19,6.87
1353,Bandarban,Lama,CL317,Lama,15-sep-2020,13.0,21.81,92.19,6.824
1354,Bandarban,Lama,CL317,Lama,16-sep-2020,7.4,21.81,92.19,7.19
1355,Bandarban,Lama,CL317,Lama,17-sep-2020,14.0,21.81,92.19,6.792
1356,Bandarban,Lama,CL317,Lama,18-sep-2020,6.5,21.81,92.19,6.779999999999999
1357,Bandarban,Lama,CL317,Lama,19-sep-2020,0.0,21.81,92.19,6.678
1358,Bandarban,Lama,CL317,Lama,20-sep-2020,56.0,21.81,92.19,7.196000000000001
1359,Bandarban,Lama,CL317,Lama,21-sep-2020,17.4,21.81,92.19,6.846000000000001
1360,Bandarban,Lama,CL317,Lama,22-sep-2020,35.0,21.81,92.19,7.364
1361,Bandarban,Lama,CL317,Lama,23-sep-2020,13.0,21.81,92.19,7.132
1362,Bandarban,Lama,CL317,Lama,24-sep-2020,24.0,21.81,92.19,7.4079999999999995
1363,Bandarban,Lama,CL317,Lama,25-sep-2020,23.0,21.81,92.19,7.3340000000000005
1364,Bandarban,Lama,CL317,Lama,26-sep-2020,41.0,21.81,92.19,7.337999999999999
1365,Bandarban,Lama,CL317,Lama,27-sep-2020,7.9,21.81,92.19,7.145999999999999
1366,Bandarban,Lama,CL317,Lama,28-sep-2020,9.0,21.81,92.19,6.992
1367,Bandarban,Lama,CL317,Lama,29-sep-2020,30.0,21.81,92.19,7.209999999999999
1368,Bandarban,Lama,CL317,Lama,30-sep-2020,41.0,21.81,92.19,7.1
1369,Bandarban,Lama,CL317,Lama,01-oct-2020,6.0,21.81,92.19,7.156000000000001
1370,Bandarban,Lama,CL317,Lama,02-oct-2020,31.0,21.81,92.19,6.984
1371,Bandarban,Lama,CL317,Lama,03-oct-2020,0.0,21.81,92.19,6.9319999999999995
1372,Bandarban,Lama,CL317,Lama,04-oct-2020,4.0,21.81,92.19,6.926
1373,Bandarban,Lama,CL317,Lama,05-oct-2020,9.0,21.81,92.19,6.843999999999999
1374,Bandarban,Lama,CL317,Lama,06-oct-2020,16.0,21.81,92.19,6.754
1375,Bandarban,Lama,CL317,Lama,07-oct-2020,0.0,21.81,92.19,6.744
1376,Bandarban,Lama,CL317,Lama,08-oct-2020,22.0,21.81,92.19,6.792
1377,Bandarban,Lama,CL317,Lama,09-oct-2020,0.0,21.81,92.19,6.714
1378,Bandarban,Lama,CL317,Lama,10-oct-2020,5.6,21.81,92.19,6.886
1379,Bandarban,Lama,CL317,Lama,11-oct-2020,1.7,21.81,92.19,6.628
1380,Bandarban,Lama,CL317,Lama,12-oct-2020,0.0,21.81,92.19,6.5280000000000005
1381,Bandarban,Lama,CL317,Lama,13-oct-2020,0.0,21.81,92.19,6.7299999999999995
1382,Bandarban,Lama,CL317,Lama,14-oct-2020,0.0,21.81,92.19,6.603999999999999
1383,Bandarban,Lama,CL317,Lama,15-oct-2020,0.0,21.81,92.19,6.758
1384,Bandarban,Lama,CL317,Lama,16-oct-2020,0.0,21.81,92.19,6.593999999999999
1385,Bandarban,Lama,CL317,Lama,17-oct-2020,0.0,21.81,92.19,6.63
1386,Bandarban,Lama,CL317,Lama,18-oct-2020,2.6,21.81,92.19,6.56
1387,Bandarban,Lama,CL317,Lama,19-oct-2020,7.4,21.81,92.19,6.7780000000000005
1388,Bandarban,Lama,CL317,Lama,20-oct-2020,0.0,21.81,92.19,6.545999999999999
1389,Bandarban,Lama,CL317,Lama,21-oct-2020,5.0,21.81,92.19,6.758
1390,Bandarban,Lama,CL317,Lama,22-oct-2020,8.2,21.81,92.19,7.064
1391,Bandarban,Lama,CL317,Lama,23-oct-2020,175.0,21.81,92.19,8.66
1392,Bandarban,Lama,CL317,Lama,24-oct-2020,146.0,21.81,92.19,11.14
1393,Bandarban,Lama,CL317,Lama,25-oct-2020,1.0,21.81,92.19,8.251999999999999
1394,Bandarban,Lama,CL317,Lama,26-oct-2020,0.0,21.81,92.19,7.83
1395,Bandarban,Lama,CL317,Lama,27-oct-2020,0.0,21.81,92.19,7.473999999999999
1396,Bandarban,Lama,CL317,Lama,28-oct-2020,0.0,21.81,92.19,7.242
1397,Bandarban,Lama,CL317,Lama,29-oct-2020,0.0,21.81,92.19,7.208
1398,Bandarban,Lama,CL317,Lama,30-oct-2020,0.0,21.81,92.19,7.045999999999999
1399,Bandarban,Lama,CL317,Lama,31-oct-2020,0.0,21.81,92.19,6.944
1400,Bandarban,Lama,CL317,Lama,01-nov-2020,6.7,21.81,92.19,7.587999999999999
1401,Bandarban,Lama,CL317,Lama,02-nov-2020,4.0,21.81,92.19,6.93
1402,Bandarban,Lama,CL317,Lama,03-nov-2020,0.0,21.81,92.19,6.772
1403,Bandarban,Lama,CL317,Lama,04-nov-2020,4.5,21.81,92.19,6.726000000000001
1404,Bandarban,Lama,CL317,Lama,05-nov-2020,6.0,21.81,92.19,7.24
1405,Bandarban,Lama,CL317,Lama,06-nov-2020,0.0,21.81,92.19,6.8
1406,Bandarban,Lama,CL317,Lama,07-nov-2020,0.0,21.81,92.19,6.709999999999999
1407,Bandarban,Lama,CL317,Lama,08-nov-2020,0.0,21.81,92.19,6.624
1408,Bandarban,Lama,CL317,Lama,09-nov-2020,0.0,21.81,92.19,6.634
1409,Bandarban,Lama,CL317,Lama,10-nov-2020,0.0,21.81,92.19,6.62
1410,Bandarban,Lama,CL317,Lama,11-nov-2020,0.0,21.81,92.19,6.540000000000001
1411,Bandarban,Lama,CL317,Lama,12-nov-2020,0.0,21.81,92.19,6.537999999999999
1412,Bandarban,Lama,CL317,Lama,13-nov-2020,0.0,21.81,92.19,6.5
1413,Bandarban,Lama,CL317,Lama,14-nov-2020,0.0,21.81,92.19,6.504
1414,Bandarban,Lama,CL317,Lama,15-nov-2020,0.0,21.81,92.19,6.542
1415,Bandarban,Lama,CL317,Lama,16-nov-2020,0.0,21.81,92.19,6.502
1416,Bandarban,Lama,CL317,Lama,17-nov-2020,0.0,21.81,92.19,6.51
1417,Bandarban,Lama,CL317,Lama,18-nov-2020,0.0,21.81,92.19,6.452
1418,Bandarban,Lama,CL317,Lama,19-nov-2020,0.0,21.81,92.19,6.470000000000001
1419,Bandarban,Lama,CL317,Lama,20-nov-2020,0.0,21.81,92.19,6.442
1420,Bandarban,Lama,CL317,Lama,21-nov-2020,0.0,21.81,92.19,6.448
1421,Bandarban,Lama,CL317,Lama,22-nov-2020,0.0,21.81,92.19,6.4239999999999995
1422,Bandarban,Lama,CL317,Lama,23-nov-2020,0.0,21.81,92.19,6.434
1423,Bandarban,Lama,CL317,Lama,24-nov-2020,0.0,21.81,92.19,6.44
1424,Bandarban,Lama,CL317,Lama,25-nov-2020,0.0,21.81,92.19,6.43
1425,Bandarban,Lama,CL317,Lama,26-nov-2020,0.0,21.81,92.19,6.418000000000001
1426,Bandarban,Lama,CL317,Lama,27-nov-2020,0.0,21.81,92.19,6.4
1427,Bandarban,Lama,CL317,Lama,28-nov-2020,0.0,21.81,92.19,6.378
1428,Bandarban,Lama,CL317,Lama,29-nov-2020,0.0,21.81,92.19,6.35
1429,Bandarban,Lama,CL317,Lama,30-nov-2020,0.0,21.81,92.19,6.34
1430,Bandarban,Lama,CL317,Lama,01-dec-2020,0.0,21.81,92.19,6.34
1431,Bandarban,Lama,CL317,Lama,02-dec-2020,0.0,21.81,92.19,6.33
1432,Bandarban,Lama,CL317,Lama,03-dec-2020,0.0,21.81,92.19,6.32
1433,Bandarban,Lama,CL317,Lama,04-dec-2020,0.0,21.81,92.19,6.31
1434,Bandarban,Lama,CL317,Lama,05-dec-2020,0.0,21.81,92.19,6.3
1435,Bandarban,Lama,CL317,Lama,06-dec-2020,0.0,21.81,92.19,6.29
1436,Bandarban,Lama,CL317,Lama,07-dec-2020,0.0,21.81,92.19,6.2700000000000005
1437,Bandarban,Lama,CL317,Lama,08-dec-2020,0.0,21.81,92.19,6.25
1438,Bandarban,Lama,CL317,Lama,09-dec-2020,0.0,21.81,92.19,6.24
1439,Bandarban,Lama,CL317,Lama,10-dec-2020,0.0,21.81,92.19,6.24
1440,Bandarban,Lama,CL317,Lama,11-dec-2020,0.0,21.81,92.19,6.23
1441,Bandarban,Lama,CL317,Lama,12-dec-2020,0.0,21.81,92.19,6.22
1442,Bandarban,Lama,CL317,Lama,13-dec-2020,0.0,21.81,92.19,6.21
1443,Bandarban,Lama,CL317,Lama,14-dec-2020,0.0,21.81,92.19,6.2
1444,Bandarban,Lama,CL317,Lama,15-dec-2020,0.0,21.81,92.19,6.2
1445,Bandarban,Lama,CL317,Lama,16-dec-2020,0.0,21.81,92.19,6.19
1446,Bandarban,Lama,CL317,Lama,17-dec-2020,0.0,21.81,92.19,6.18
1447,Bandarban,Lama,CL317,Lama,18-dec-2020,0.0,21.81,92.19,6.17
1448,Bandarban,Lama,CL317,Lama,19-dec-2020,0.0,21.81,92.19,6.15
1449,Bandarban,Lama,CL317,Lama,20-dec-2020,0.0,21.81,92.19,6.15
1450,Bandarban,Lama,CL317,Lama,21-dec-2020,0.0,21.81,92.19,6.14
1451,Bandarban,Lama,CL317,Lama,22-dec-2020,0.0,21.81,92.19,6.14
1452,Bandarban,Lama,CL317,Lama,23-dec-2020,0.0,21.81,92.19,6.13
1453,Bandarban,Lama,CL317,Lama,24-dec-2020,0.0,21.81,92.19,6.13
1454,Bandarban,Lama,CL317,Lama,25-dec-2020,0.0,21.81,92.19,6.13
1455,Bandarban,Lama,CL317,Lama,26-dec-2020,0.0,21.81,92.19,6.12
1456,Bandarban,Lama,CL317,Lama,27-dec-2020,0.0,21.81,92.19,6.12
1457,Bandarban,Lama,CL317,Lama,28-dec-2020,0.0,21.81,92.19,6.11
1458,Bandarban,Lama,CL317,Lama,29-dec-2020,0.0,21.81,92.19,6.1
1459,Bandarban,Lama,CL317,Lama,30-dec-2020,0.0,21.81,92.19,6.09
1460,Bandarban,Lama,CL317,Lama,31-dec-2020,0.0,21.81,92.19,6.09
1461,Bandarban,Lama,CL317,Lama,01-jan-2021,0.0,21.81,92.19,6.08
1462,Bandarban,Lama,CL317,Lama,02-jan-2021,0.0,21.81,92.19,6.07
1463,Bandarban,Lama,CL317,Lama,03-jan-2021,0.0,21.81,92.19,6.06
1464,Bandarban,Lama,CL317,Lama,04-jan-2021,0.0,21.81,92.19,6.06
1465,Bandarban,Lama,CL317,Lama,05-jan-2021,0.0,21.81,92.19,6.05
1466,Bandarban,Lama,CL317,Lama,06-jan-2021,0.0,21.81,92.19,6.04
1467,Bandarban,Lama,CL317,Lama,07-jan-2021,0.0,21.81,92.19,6.03
1468,Bandarban,Lama,CL317,Lama,08-jan-2021,0.0,21.81,92.19,6.03
1469,Bandarban,Lama,CL317,Lama,09-jan-2021,0.0,21.81,92.19,6.03
1470,Bandarban,Lama,CL317,Lama,10-jan-2021,0.0,21.81,92.19,6.02
1471,Bandarban,Lama,CL317,Lama,11-jan-2021,0.0,21.81,92.19,6.02
1472,Bandarban,Lama,CL317,Lama,12-jan-2021,0.0,21.81,92.19,6.01
1473,Bandarban,Lama,CL317,Lama,13-jan-2021,0.0,21.81,92.19,6.01
1474,Bandarban,Lama,CL317,Lama,14-jan-2021,0.0,21.81,92.19,6.0
